DNS Customer Code,Customer Name,Phone no,Route code,Route Name,Emp Code name,acedns,Credit Limit,Credit Days,Current Balance,Black list,TD,Branch code,Cust type,rds tag,Sauda validity period,Address,Landline no,Owner name,Owner phone,Cust class,Weekly closing day,Coverage type,TIN,PAN,District,Minimum stock,Bank name,Bank account number,Email,Visit Day,State
,"L.Electronics",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"Metro Complex",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"MODERN AIR CONDITIONING & REPAIRING",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"POPULAR ELECTRONICS (Namkhana",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"Rupali Enterprise",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"S.K.Electronics",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"Surela Electronics",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"Adrija Elcetronics & Gift House",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"AKASHDEEP ELECTRONICS",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"B.G.Electronics",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"Bhandari Electronics (Laxmikantapur)",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"B.SAHA ELECTRONICS",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"Deep Electronics (Lakshmikantapur)",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"Dey Electronics",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"D.N. Electronics",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"Indrapuri Radio Stores",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"Kamala Furniture",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"K.B ELECTRONICS (24 PGS SOUTH)",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"New TV Centre (Gocharan)",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"NIBEDITA ELECTRONICS (Barasat)",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"RAHAMAN ELECTRONICS",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"SAGAR SOURA KIRAN",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"Sayan Electronics",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"STAR RADIO",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"Suniti Elctronics (Kakdwip)",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"T K ELECTRONICS AND STEEL FURNITURE",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
,"TV World",,,"South 24 Pgs",CHANDRA SEKHAR HALDAR,Y,0,,0,N,,,D,"",,"",,"",,,,,,,,0,,,,,
